Name,Type,Description,Visible,Title,Date,Journal,Lens_ID,Citations,Importance,Link
"109-0,062",Old,"<div><a href=""https://www.lens.org/lens/scholar/article/015-410-445-898-877/main"">
Right-handed neutrinos: Dark matter, lepton flavor violation, and leptonic collider searches</a><br>
Meziane Chekkal, Amine Ahriche, Amine Bouziane Hammou, <i>et al.</i> <br><br>
We examine lepton flavor violating (LFV) interactions for heavy right-handed neutrinos that exist in most of the standard model extensions that address dark matter (DM) and neutrino mass at the loop level. In order to probe the collider effect of these LFV interactions, we impose the assumption that the model parameters give the right values of the DM relic density and fulfill the constraints from...
<br><br>
DOI: <a href=""http://dx.doi.org/10.1103/physrevd.95.095025"">10.1103/physrevd.95.095025</a> [<a href=""https://arxiv.org/abs/1702.04399"">PDF</a>]</div>",,"Right-handed neutrinos: Dark matter, lepton flavor violation, and leptonic collider searches",2018-05-12,Physical Review D,015-410-445-898-877,8,0.062,
"110-0,0617",Old,"<div><a href=""https://www.lens.org/lens/scholar/article/037-579-708-780-62X/main"">
Thermal dark matter through the Dirac neutrino portal</a><br>
Brian Batell, Tao Han, David McKeen, <i>et al.</i> <br><br>
We study a simple model of thermal dark matter annihilating to standard model neutrinos via the neutrino portal. A (pseudo-)Dirac sterile neutrino serves as a mediator between the visible and the dark sectors, while an approximate lepton number symmetry allows for a large neutrino Yukawa coupling and, in turn, efficient dark matter annihilation. The dark sector consists of two particles, a Dirac f...
<br><br>
DOI: <a href=""http://dx.doi.org/10.1103/physrevd.97.075016"">10.1103/physrevd.97.075016</a> [<a href=""https://arxiv.org/pdf/1709.07001"">PDF</a>]</div>",,Thermal dark matter through the Dirac neutrino portal,2018-05-13,Physical Review D,037-579-708-780-62X,22,0.0617,
"111-0,0615",Old,"<div><a href=""https://www.lens.org/lens/scholar/article/015-046-899-850-650/main"">
Dark matter-neutrino interactions through the lens of their cosmological implications</a><br>
Andres Olivares-Del Campo, Céline Bœhm, Sergio Palomares-Ruiz, <i>et al.</i> <br><br>
Dark matter and neutrinos provide the two most compelling pieces of evidence for new physics beyond the Standard Model of particle physics, but they are often treated as two different sectors. The aim of this paper is to determine whether there are viable particle physics frameworks in which dark matter can be coupled to active neutrinos. We use a simplified model approach to determine all possibl...
<br><br>
DOI: <a href=""http://dx.doi.org/10.1103/physrevd.97.075039"">10.1103/physrevd.97.075039</a> [<a href=""https://arxiv.org/abs/1711.05283"">PDF</a>]</div>",,Dark matter-neutrino interactions through the lens of their cosmological implications,2018-05-13,Physical Review D,015-046-899-850-650,28,0.0615,
"112-0,0599",Old,"<div><a href=""https://www.lens.org/lens/scholar/article/011-776-550-857-998/main"">
New Constraints on Sterile Neutrino Dark Matter from $NuSTAR$ M31 Observations</a><br>
Kenny C. Y. Ng, Brandon M. Roach, Kerstin Perez, <i>et al.</i> <br><br>
We use a combined 1.2 Ms of $NuSTAR$ observations of M31 to search for X-ray lines from sterile neutrino dark matter decay. For the first time in a $NuSTAR$ analysis, we consistently take into account the signal contribution from both the focused and unfocused fields of view. We also reduce the modeling systematic uncertainty by performing spectral fits to each observation individually and statist...
<br><br>
DOI: <a href=""http://dx.doi.org/10.1103/physrevd.99.083005"">10.1103/physrevd.99.083005</a> [<a href=""https://arxiv.org/abs/1901.01262"">PDF</a>]</div>",,New Constraints on Sterile Neutrino Dark Matter from $NuSTAR$ M31 Observations,2019-01-27,Physical Review D,011-776-550-857-998,22,0.0599,
"113-0,0587",Old,"<div><a href=""https://www.lens.org/lens/scholar/article/129-661-631-452-916/main"">
Sterile neutrino dark matter as a consequence of νMSM-induced lepton asymmetry</a><br>
Mikko Laine, Mikhail Shaposhnikov <br><br>
DOI: <a href=""http://dx.doi.org/10.1088/1475-7516/2008/06/031"">10.1088/1475-7516/2008/06/031</a> ",,Sterile neutrino dark matter as a consequence of νMSM-induced lepton asymmetry,2018-05-11,Journal of Cosmology and Astroparticle Physics,129-661-631-452-916,109,0.0587,
"114-0,0561",Old,"<div><a href=""https://www.lens.org/lens/scholar/article/150-328-884-372-342/main"">
Leptogenesis, radiative neutrino masses and inert Higgs triplet dark matter</a><br>
Wen-Bin Lu, Pei-Hong Gu <br><br>
We extend the standard model by three types of inert elds including Majorana fermion singlets/triplets, real Higgs singlets/triplets and leptonic Higgs doublets. In the presence of a softly broken lepton number and an exactly conserved Z 2 discrete symmetry, these inert elds together can mediate a one-loop diagram for a Majorana neutrino mass generation. The heavier inert elds can decay to realize...
<br><br>
[<a href=""https://arxiv.org/pdf/1603.05074"">PDF</a>]</div>",,"Leptogenesis, radiative neutrino masses and inert Higgs triplet dark matter",2018-05-16,Journal of Cosmology and Astroparticle Physics,150-328-884-372-342,17,0.0561,
"115-0,0548",Old,"<div><a href=""https://www.lens.org/lens/scholar/article/074-896-675-750-547/main"">
Detecting boosted dark matter from the Sun with large volume neutrino detectors</a><br>
Joshua Berger, Yanou Cui, Yue Zhao <br><br>
DOI: <a href=""http://dx.doi.org/10.1088/1475-7516/2015/02/005"">10.1088/1475-7516/2015/02/005</a> ",,Detecting boosted dark matter from the Sun with large volume neutrino detectors,2018-05-12,Journal of Cosmology and Astroparticle Physics,074-896-675-750-547,32,0.0548,
"116-0,0529",Old,"<div><a href=""https://www.lens.org/lens/scholar/article/055-461-821-547-642/main"">
Leptogenesis in models with keV sterile neutrino dark matter</a><br>
Fedor Bezrukov, Alexander Kartavtsev, Manfred Lindner <br><br>
We analyze leptogenesis in gauge extensions of the Standard Model with keV sterile neutrino dark matter. We find that both the observed dark matter abundance and the correct baryon asymmetry of the Universe can simultaneously emerge in these models. Both the dark matter abundance and the leptogenesis are controlled by the out-of-equilibrium decays of the same heavy right-handed neutrino.
<br><br>
DOI: <a href=""http://dx.doi.org/10.1088/0954-3899/40/9/095202"">10.1088/0954-3899/40/9/095202</a> [<a href=""http://arxiv.org/pdf/1204.5477.pdf"">PDF</a>]</div>",,Leptogenesis in models with keV sterile neutrino dark matter,2018-05-12,Journal of Physics G,055-461-821-547-642,17,0.0529,
"117-0,0519",Old,"<div><a href=""https://www.lens.org/lens/scholar/article/043-217-735-105-290/main"">
Indirect Detection of Neutrino Portal Dark Matter</a><br>
Brian Batell, Tao Han, Barmak Shams Es Haghi <br><br>
We investigate the feasibility of the indirect detection of dark matter in a simple model using the neutrino portal. The model is very economical, with right-handed neutrinos generating neutrino masses through the Type-I seesaw mechanism and simultaneously mediating interactions with dark matter. Given the small neutrino Yukawa couplings expected in a Type-I seesaw, direct detection and accelerato...
<br><br>
DOI: <a href=""http://dx.doi.org/10.1103/physrevd.97.095020"">10.1103/physrevd.97.095020</a> [<a href=""http://export.arxiv.org/abs/1704.08708"">PDF</a>]</div>",,Indirect Detection of Neutrino Portal Dark Matter,2018-05-16,Physical Review D,043-217-735-105-290,11,0.0519,
"118-0,0503",Old,"<div><a href=""https://www.lens.org/lens/scholar/article/190-807-630-415-807/main"">
Non-thermal production of minimal dark matter via right-handed neutrino decay</a><br>
Mayumi Aoki, Takashi Toma, Avelino Vicente <br><br>
Minimal Dark Matter (MDM) stands as one of the simplest dark matter scenarios. In MDM models, annihilation and co-annihilation processes among the members of the MDM multiplet are usually very efficient, pushing the dark matter mass above O(10) TeV in order to reproduce the observed dark matter relic density. Motivated by this little drawback, in this paper we consider an extension of the MDM scen...
<br><br>
[<a href=""http://export.arxiv.org/pdf/1507.01591"">PDF</a>]</div>",,Non-thermal production of minimal dark matter via right-handed neutrino decay,2018-05-15,Journal of Cosmology and Astroparticle Physics,190-807-630-415-807,19,0.0503,
"119-0,0502",Old,"<div><a href=""https://www.lens.org/lens/scholar/article/050-699-162-093-461/main"">
Neutrino mass and dark matter from gauged U(1)B -L breaking</a><br>
Shinya Kanemura, Toshinori Matsui, Hiroaki Sugiyama <br><br>
We propose a new model where the Dirac mass term for neutrinos, the Majorana mass term for right-handed neutrinos, and the other new fermion masses arise via the spontaneous breakdown of the $\mathrm{U}(1{)}_{\mathrm{B}\ensuremath{-}\mathrm{L}}$ gauge symmetry. The anomaly-free condition gives four sets of assignment of the $\mathrm{B}\ensuremath{-}\mathrm{L}$ charge to new particles, and three of...
<br><br>
DOI: <a href=""http://dx.doi.org/10.1103/physrevd.90.013001"">10.1103/physrevd.90.013001</a> [<a href=""https://ui.adsabs.harvard.edu/abs/2015arXiv150508025M/abstract"">PDF</a>]</div>",,Neutrino mass and dark matter from gauged U(1)B -L breaking,2018-05-12,Physical Review D,050-699-162-093-461,59,0.0502,
"120-0,05",New,"<div><a href=""https://www.lens.org/lens/scholar/article/042-017-880-325-115/main"">
Scotogenic dark matter and Dirac neutrinos from unbroken gauged $B-L$ symmetry.</a><br>
Julio Leite, América Morales, José W. F. Valle, <i>et al.</i> <br><br>
We propose a simple extension of the standard model where neutrinos get naturally small ""scotogenic"" Dirac masses from an unbroken gauged $B-L$ symmetry, ensuring dark matter stability. The associated gauge boson gets mass through the Stueckelberg mechanism. Two scenarios are identified, and the resulting phenomenology briefly sketched.
<br><br>
[<a href=""https://arxiv.org/abs/2003.02950"">PDF</a>]</div>",,Scotogenic dark matter and Dirac neutrinos from unbroken gauged $B-L$ symmetry.,2020-03-23,arXiv: High Energy Physics - Phenomenology,042-017-880-325-115,0,0.05,
"121-0,05",New,"<div><a href=""https://www.lens.org/lens/scholar/article/010-030-271-102-085/main"">
Dark matter stability and Dirac neutrinos using only standard model symmetries</a><br>
Cesar Bonilla, Salvador Centelles-Chuliá, Ricardo Cepedello, <i>et al.</i> <br><br>
DOI: <a href=""http://dx.doi.org/10.1103/physrevd.101.033011"">10.1103/physrevd.101.033011</a> ",,Dark matter stability and Dirac neutrinos using only standard model symmetries,2020-03-05,Physical Review D,010-030-271-102-085,0,0.05,
"122-0,0483",Old,"<div><a href=""https://www.lens.org/lens/scholar/article/111-176-575-177-741/main"">
Mixed Inert Scalar Triplet Dark Matter, Radiative Neutrino Masses and Leptogenesis</a><br>
Wen-Bin Lu, Pei-Hong Gu <br><br>
Abstract The neutral component of an inert scalar multiplet with hypercharge can provide a stable dark matter particle when its real and imaginary parts have a splitting mass spectrum. Otherwise, a tree-level dark-matter-nucleon scattering mediated by the Z boson will be much above the experimental limit. In this paper we focus on a mixed inert scalar triplet dark matter scenario where a complex s...
<br><br>
DOI: <a href=""http://dx.doi.org/10.1016/j.nuclphysb.2017.09.005"">10.1016/j.nuclphysb.2017.09.005</a> [<a href=""https://arxiv.org/abs/1611.02106"">PDF</a>]</div>",,"Mixed Inert Scalar Triplet Dark Matter, Radiative Neutrino Masses and Leptogenesis",2018-05-13,Nuclear Physics,111-176-575-177-741,18,0.0483,
"123-0,0481",Old,"<div><a href=""https://www.lens.org/lens/scholar/article/035-836-428-557-02X/main"">
Dark matter and U(1 )' symmetry for the right-handed neutrinos</a><br>
Manfred Lindner, Daniel Schmidt, Atsushi Watanabe <br><br>
We consider a $U{(1)}^{\ensuremath{'}}$ gauge symmetry acting on three generations of right-handed neutrinos. The $U{(1)}^{\ensuremath{'}}$ symmetry is broken at the TeV scale, and its remnant discrete symmetry makes one of the right-handed neutrinos stable. As a natural consequence of the anomaly cancellation, the neutrino mass matrix consists of a combination of type I (TeV scale) seesaw and rad...
<br><br>
DOI: <a href=""http://dx.doi.org/10.1103/physrevd.89.013007"">10.1103/physrevd.89.013007</a> [<a href=""https://arxiv.org/pdf/1310.6582v2"">PDF</a>]</div>",,Dark matter and U(1 )' symmetry for the right-handed neutrinos,2018-05-12,Physical Review D,035-836-428-557-02X,32,0.0481,
"124-0,0471",Old,"<div><a href=""https://www.lens.org/lens/scholar/article/059-152-574-334-143/main"">
Dark matter from freeze-in via the neutrino portal</a><br>
Mathias Becker <br><br>
We investigate a minimal neutrino portal dark matter (DM) model where a right-handed neutrino both generates the observed neutrino masses and mediates between the SM and the dark sector, which consists of a fermion and a boson. In contrast to earlier work, we explore regions of the parameter space where DM is produced via freeze-in instead of freeze-out motivated by the small neutrino Yukawa coupl...
<br><br>
DOI: <a href=""http://dx.doi.org/10.1140/epjc/s10052-019-7095-7"">10.1140/epjc/s10052-019-7095-7</a> [<a href=""https://arxiv.org/abs/1806.08579"">PDF</a>]</div>",,Dark matter from freeze-in via the neutrino portal,2019-07-25,European Physical Journal C,059-152-574-334-143,6,0.0471,
"125-0,0457",Old,"<div><a href=""https://www.lens.org/lens/scholar/article/001-190-864-279-51X/main"">
Monochromatic neutrino lines from sneutrino dark matter</a><br>
Chiara Arina, Suchita Kulkarni, Joseph Silk <br><br>
We investigate the possibility of observing monochromatic neutrino lines originating from annihilation of dark matter. We analyze several astrophysical sources with overdensities of dark matter that can amplify the signal. As a case study, we consider mixed left- and right-handed sneutrino dark matter. We demonstrate that in the physically viable region of the model, one can obtain a prominent mon...
<br><br>
DOI: <a href=""http://dx.doi.org/10.1103/physrevd.92.083519"">10.1103/physrevd.92.083519</a> [<a href=""http://export.arxiv.org/pdf/1506.08202"">PDF</a>]</div>",,Monochromatic neutrino lines from sneutrino dark matter,2018-05-12,Physical Review D,001-190-864-279-51X,9,0.0457,
"126-0,0422",Old,"<div><a href=""https://www.lens.org/lens/scholar/article/019-587-781-239-175/main"">
Thermally modified sterile neutrino portal dark matter and gravitational waves from phase transition: the freeze-in case</a><br>
Ligong Bian, Yi-Lei Tang <br><br>
We consider the thermal effects into the evaluation of the dark matter production process. With the assistance of the right handed neutrinos, the freeze-in massive particle dark matter production history can be modified by the two-step phase transitions. The kinematic of decay/inverse decay or annihilation processes can be affected by the finite temperature effects as the Universe cools down. The ...
<br><br>
DOI: <a href=""http://dx.doi.org/10.1007/jhep12(2018)006"">10.1007/jhep12(2018)006</a> [<a href=""https://aps.arxiv.org/pdf/1810.03172"">PDF</a>]</div>",,Thermally modified sterile neutrino portal dark matter and gravitational waves from phase transition: the freeze-in case,2018-10-30,Journal of High Energy Physics,019-587-781-239-175,14,0.0422,
"127-0,038",Old,"<div><a href=""https://www.lens.org/lens/scholar/article/052-051-846-191-274/main"">
Generation of a radiative neutrino mass in the linear seesaw framework, charged lepton flavor violation, and dark matter</a><br>
Arindam Das, Takaaki Nomura, Hiroshi Okada, <i>et al.</i> <br><br>
We investigate a model with local U(1)$_{B-L}$ and discrete $Z_2$ symmetries where two types of weak isospin singlet neutrinos, vector-like charged lepton and exotic scalar fields are introduced. The linear seesaw mechanism is induced at one-loop level through Yukawa interactions associated with the standard model leptons and exotic fields. We also discuss lepton flavor violation and muon anomalou...
<br><br>
DOI: <a href=""http://dx.doi.org/10.1103/physrevd.96.075001"">10.1103/physrevd.96.075001</a> [<a href=""https://arxiv.org/pdf/1704.02078v2"">PDF</a>]</div>",,"Generation of a radiative neutrino mass in the linear seesaw framework, charged lepton flavor violation, and dark matter",2018-05-13,Physical Review D,052-051-846-191-274,28,0.038,
"128-0,0364",Old,"<div><a href=""https://www.lens.org/lens/scholar/article/120-578-361-695-437/main"">
Heavy right-handed neutrino dark matter and PeV neutrinos at IceCube</a><br>
P. S. Bhupal Dev, Demos Kazanas, Rabindra N. Mohapatra, <i>et al.</i> <br><br>
We discuss a simple non-supersymmetric model based on the electroweak gauge group SU(2)L × SU(2)′ × U(1)B-L where the lightest of the right-handed neutrinos, which are part of the leptonic doublet of SU(2)′, play the role of a long-lived unstable dark matter with mass in the multi-PeV range. We use a resonant s-channel annihilation to obtain the correct thermal relic density and relax the unitarit...
<br><br>
[<a href=""https://arxiv.org/abs/1606.04517"">PDF</a>]</div>",,Heavy right-handed neutrino dark matter and PeV neutrinos at IceCube,2018-05-16,Journal of Cosmology and Astroparticle Physics,120-578-361-695-437,56,0.0364,
"129-0,0361",Old,"<div><a href=""https://www.lens.org/lens/scholar/article/077-049-844-080-700/main"">
Heavy right-handed neutrino dark matter and PeV neutrinos at IceCube</a><br>
P.S. Bhupal Dev, D. Kazanas, R.N. Mohapatra, <i>et al.</i> <br><br>
DOI: <a href=""http://dx.doi.org/10.1088/1475-7516/2016/08/034"">10.1088/1475-7516/2016/08/034</a> ",,Heavy right-handed neutrino dark matter and PeV neutrinos at IceCube,2018-05-12,Journal of Cosmology and Astroparticle Physics,077-049-844-080-700,40,0.0361,
"130-0,0355",Old,"<div><a href=""https://www.lens.org/lens/scholar/article/072-141-906-323-545/main"">
Scotogenic dark matter and single-zero textures of the neutrino mass matrix</a><br>
Teruyuki Kitabayashi <br><br>
The scotogenic model can simultaneously account for the presence of dark matter and the origin of neutrino masses. We assume that the flavor neutrino mass matrix has one zero element and Yukawa matrix elements are real in the scotogenic model. It turns out that only one pattern of the flavor neutrino mass matrix in the one-zero-texture scheme within the scotogenic model is viable with the observed...
<br><br>
DOI: <a href=""http://dx.doi.org/10.1103/physrevd.98.083011"">10.1103/physrevd.98.083011</a> [<a href=""https://arxiv.org/abs/1808.01060"">PDF</a>]</div>",,Scotogenic dark matter and single-zero textures of the neutrino mass matrix,2018-09-12,Physical Review D,072-141-906-323-545,9,0.0355,
"131-0,0353",Old,"<div><a href=""https://www.lens.org/lens/scholar/article/008-495-818-099-392/main"">
Multicomponent dark matter in radiative seesaw model and monochromatic neutrino flux</a><br>
Mayumi Aoki, Jisuke Kubo, Hiroshi Takano <br><br>
We consider a two loop radiative seesaw model with an exact $Z_2 \times Z'_2$ symmetry, which can stabilize two or three dark matter particles. The model is a simple extension of the inert scalar model of Ma, where the lepton-number violating mass term of the inert scalar, which is required to be small for small neutrino masses, is generated at the one-loop level. The semi-annihilation processes o...
<br><br>
DOI: <a href=""http://dx.doi.org/10.1103/physrevd.90.076011"">10.1103/physrevd.90.076011</a> [<a href=""https://arxiv.org/abs/1408.1853"">PDF</a>]</div>",,Multicomponent dark matter in radiative seesaw model and monochromatic neutrino flux,2018-05-12,Physical Review D,008-495-818-099-392,14,0.0353,
"132-0,0348",Old,"<div><a href=""https://www.lens.org/lens/scholar/article/184-521-904-091-395/main"">
Astrophysical constraints on resonantly produced sterile neutrino dark matter</a><br>
Aurel Schneider <br><br>
DOI: <a href=""http://dx.doi.org/10.1088/1475-7516/2016/04/059"">10.1088/1475-7516/2016/04/059</a> ",,Astrophysical constraints on resonantly produced sterile neutrino dark matter,2018-05-12,Journal of Cosmology and Astroparticle Physics,184-521-904-091-395,51,0.0348,
"133-0,0345",Old,"<div><a href=""https://www.lens.org/lens/scholar/article/012-877-953-049-492/main"">
Two-step strongly first-order electroweak phase transition modified FIMP dark matter, gravitational wave signals, and the neutrino mass</a><br>
Ligong Bian, Xuewen Liu <br><br>
We study a dynamical freeze-in production of the dark matter considering the electroweak phase transition history of the Universe. The kinematical thresholds of the decay and scattering processes for the dark matter production can be altered by the temperature dependent thermal masses of particles, which might lead to enhancement or reduction of the dark matter relic abundance. The second-stage st...
<br><br>
DOI: <a href=""http://dx.doi.org/10.1103/physrevd.99.055003"">10.1103/physrevd.99.055003</a> [<a href=""https://arxiv.org/pdf/1811.03279v3"">PDF</a>]</div>",,"Two-step strongly first-order electroweak phase transition modified FIMP dark matter, gravitational wave signals, and the neutrino mass",2019-03-14,Physical Review D,012-877-953-049-492,5,0.0345,
"134-0,0344",Old,"<div><a href=""https://www.lens.org/lens/scholar/article/015-076-297-823-425/main"">
Comment on ""A three-loop radiative neutrino mass model with dark matter"" (Phys. Lett. B 741 (2015) 163)</a><br>
Chao-Qiang Geng, Da Huang, Lu-Hsing Tsai <br><br>
Abstract We revisit the calculation of the three-loop diagrams for the radiative neutrino mass generation and consider some relevant constraints on the model recently proposed by Jin et al. (2015) [1] . We find that the previous approximation is inappropriate due to the neglect of some important contributions, and the benchmark point proposed can neither give rise to enough neutrino masses nor acc...
<br><br>
DOI: <a href=""http://dx.doi.org/10.1016/j.physletb.2015.04.034"">10.1016/j.physletb.2015.04.034</a> [<a href=""https://arxiv.org/abs/1504.05468"">PDF</a>]</div>",,"Comment on ""A three-loop radiative neutrino mass model with dark matter"" (Phys. Lett. B 741 (2015) 163)",2018-05-12,Physics Letters B,015-076-297-823-425,16,0.0344,
"135-0,0338",Old,"<div><a href=""https://www.lens.org/lens/scholar/article/000-159-356-546-43X/main"">
Dodelson-Widrow production of sterile neutrino Dark Matter with non-trivial initial abundance</a><br>
Alexander Merle, Aurel Schneider, Maximilian Totzauer <br><br>
DOI: <a href=""http://dx.doi.org/10.1088/1475-7516/2016/04/003"">10.1088/1475-7516/2016/04/003</a> ",,Dodelson-Widrow production of sterile neutrino Dark Matter with non-trivial initial abundance,2018-05-12,Journal of Cosmology and Astroparticle Physics,000-159-356-546-43X,27,0.0338,
"136-0,0311",Old,"<div><a href=""https://www.lens.org/lens/scholar/article/086-905-501-282-517/main"">
Dark matter, baryogenesis and neutrino oscillations from right-handed neutrinos</a><br>
Laurent Canetti, Marco Drewes, Tibor Frossard, <i>et al.</i> <br><br>
We show that, leaving aside accelerated cosmic expansion, all experimental data in high energy physics that are commonly agreed to require physics beyond the Standard Model can be explained when completing the model by three right-handed neutrinos that can be searched for using present-day experimental techniques. The model that realizes this scenario is known as the Neutrino Minimal Standard Mode...
<br><br>
DOI: <a href=""http://dx.doi.org/10.1103/physrevd.87.093006"">10.1103/physrevd.87.093006</a> [<a href=""https://arxiv.org/pdf/1208.4607"">PDF</a>]</div>",,"Dark matter, baryogenesis and neutrino oscillations from right-handed neutrinos",2018-05-12,Physical Review D,086-905-501-282-517,225,0.0311,
"137-0,031",Old,"<div><a href=""https://www.lens.org/lens/scholar/article/160-495-715-797-420/main"">
Prospects for discovering a neutrino line induced by dark matter annihilation</a><br>
Chaimae El Aisati, Camilo Garcia-Cely, Thomas Hambye, <i>et al.</i> <br><br>
In the near future, neutrino telescopes are expected to improve their sensitivity to the flux of monochromatic neutrinos produced by dark matter (DM) in our galaxy. This is illustrated by a new limit on the corresponding cross section that we derive from public IceCube data. In this context, we study which DM models could produce an observable flux of monochromatic neutrinos from DM annihilations....
<br><br>
[<a href=""https://arxiv.org/abs/1706.06600"">PDF</a>]</div>",,Prospects for discovering a neutrino line induced by dark matter annihilation,2018-05-16,Journal of Cosmology and Astroparticle Physics,160-495-715-797-420,13,0.031,
"138-0,03",New,"<div><a href=""https://www.lens.org/lens/scholar/article/166-468-115-136-762/main"">
Dark 
CP
 violation and gauged lepton or baryon number for electroweak baryogenesis</a><br>
Marcela Carena, Mariano Quirós, Yue Zhang <br><br>
DOI: <a href=""http://dx.doi.org/10.1103/physrevd.101.055014"">10.1103/physrevd.101.055014</a> ",,"Dark 
CP
 violation and gauged lepton or baryon number for electroweak baryogenesis",2020-03-23,Physical Review D,166-468-115-136-762,0,0.03,
"139-0,03",New,"<div><a href=""https://www.lens.org/lens/scholar/article/028-116-572-013-087/main"">
Searches for Decays of New Particles in the DUNE Multi-Purpose Near Detector</a><br>
Jeffrey M. Berryman, André de Gouvêa, Patrick J. Fox, <i>et al.</i> <br><br>
DOI: <a href=""http://dx.doi.org/10.1007/jhep02(2020)174"">10.1007/jhep02(2020)174</a> [<a href=""https://www.arxiv-vanity.com/papers/1912.07622/"">PDF</a>]</div>",,Searches for Decays of New Particles in the DUNE Multi-Purpose Near Detector,2020-03-05,Journal of High Energy Physics,028-116-572-013-087,0,0.03,
"140-0,0289",Old,"<div><a href=""https://www.lens.org/lens/scholar/article/027-866-890-663-233/main"">
Interactions of astrophysical neutrinos with dark matter: a model building perspective</a><br>
Sujata Pandey, Siddhartha Karmakar, Subhendu Rakshit <br><br>
We explore the possibility that high energy astrophysical neutrinos can interact with the dark matter on their way to Earth. Keeping in mind that new physics might leave its signature at such energies, we have considered all possible topologies for effective interactions between neutrino and dark matter. Building models, that give rise to a significant flux suppression of astrophysical neutrinos a...
<br><br>
DOI: <a href=""http://dx.doi.org/10.1007/jhep01(2019)095"">10.1007/jhep01(2019)095</a> [<a href=""https://arxiv.org/abs/1810.04203"">PDF</a>]</div>",,Interactions of astrophysical neutrinos with dark matter: a model building perspective,2018-11-16,Journal of High Energy Physics,027-866-890-663-233,12,0.0289,
"141-0,0285",Old,"<div><a href=""https://www.lens.org/lens/scholar/article/054-598-598-676-097/main"">
Indirect signals from solar dark matter annihilation to long-lived right-handed neutrinos</a><br>
Rouzbeh Allahverdi, Yu Gao, Bradley Knockel, <i>et al.</i> <br><br>
We study indirect detection signals from solar annihilation of dark matter (DM) particles into light right-handed (RH) neutrinos with a mass in a $1-5$ GeV range. These RH neutrinos can have a sufficiently long lifetime to allow them to decay outside the Sun and their delayed decays can result in a signal in gamma rays from the otherwise `dark' solar direction, and also a neutrino signal that is n...
<br><br>
DOI: <a href=""http://dx.doi.org/10.1103/physrevd.95.075001"">10.1103/physrevd.95.075001</a> [<a href=""http://www.arxiv-vanity.com/papers/1612.03110/"">PDF</a>]</div>",,Indirect signals from solar dark matter annihilation to long-lived right-handed neutrinos,2018-05-12,Physical Review D,054-598-598-676-097,18,0.0285,
"142-0,0271",Old,"<div><a href=""https://www.lens.org/lens/scholar/article/065-306-569-373-531/main"">
Foraging for dark matter in large volume liquid scintillator neutrino detectors with multiscatter events</a><br>
Joseph Bramante, Benjamin Broerman, Jason Kumar, <i>et al.</i> <br><br>
We show that dark matter with a per-nucleon scattering cross section $\gtrsim 10^{-28}~{\rm cm^2}$ could be discovered by liquid scintillator neutrino detectors like BOREXINO, SNO+, and JUNO. Due to the large dark matter fluxes admitted, these detectors could find dark matter with masses up to $10^{21}$ GeV, surpassing the mass sensitivity of current direct detection experiments (such as XENON1T a...
<br><br>
DOI: <a href=""http://dx.doi.org/10.1103/physrevd.99.083010"">10.1103/physrevd.99.083010</a> [<a href=""http://arxiv.org/pdf/1812.09325.pdf"">PDF</a>]</div>",,Foraging for dark matter in large volume liquid scintillator neutrino detectors with multiscatter events,2019-01-15,Physical Review D,065-306-569-373-531,11,0.0271,
"143-0,0268",Old,"<div><a href=""https://www.lens.org/lens/scholar/article/140-040-542-644-955/main"">
Sterile neutrino dark matter from freeze-in</a><br>
Bibhushan Shakya <br><br>
<jats:p> A sterile neutrino is a well-motivated and widely studied dark matter (DM) candidate. The most straightforward realization of sterile neutrino DM, through the Dodelson–Widrow (DW) mechanism, is now ruled out by a combination of X-ray and Lyman-[Formula: see text] measurements. An alternative production mechanism that is becoming increasingly popular in the literature is the freeze-in mech...
<br><br>
DOI: <a href=""http://dx.doi.org/10.1142/s0217732316300056"">10.1142/s0217732316300056</a> ",,Sterile neutrino dark matter from freeze-in,2018-05-12,Modern Physics Letters A,140-040-542-644-955,36,0.0268,
"144-0,0259",Old,"<div><a href=""https://www.lens.org/lens/scholar/article/153-502-466-600-445/main"">
Multi-component fermionic dark matter and IceCube PeV scale neutrinos in left-right model with gauge unification</a><br>
Debasish Borah, Arnab Dasgupta, Ujjal Kumar Dey, <i>et al.</i> <br><br>
We consider a simple extension of the minimal left-right symmetric model (LRSM) in order to explain the PeV neutrino events seen at the IceCube experiment from a heavy decaying dark matter. The dark matter sector is composed of two fermions: one at PeV scale and the other at TeV scale such that the heavier one can decay into the lighter one and two neutrinos. The gauge annihilation cross sections ...
<br><br>
DOI: <a href=""http://dx.doi.org/10.1007/jhep09(2017)005"">10.1007/jhep09(2017)005</a> [<a href=""http://arxiv.org/pdf/1704.04138.pdf"">PDF</a>]</div>",,Multi-component fermionic dark matter and IceCube PeV scale neutrinos in left-right model with gauge unification,2018-05-13,Journal of High Energy Physics,153-502-466-600-445,30,0.0259,
